#time	X	Y	Z
0.000000	0.000000	0.000000	1.000000	 
0.001000	-0.000007	-0.001160	0.999999	 
0.002000	-0.000035	-0.003037	0.999995	 
0.003001	-0.000086	-0.004914	0.999988	 
0.004001	-0.000156	-0.006072	0.999982	 
0.005001	-0.000235	-0.006070	0.999982	 
0.006001	-0.000305	-0.004906	0.999988	 
0.007001	-0.000356	-0.003025	0.999995	 
0.008002	-0.000383	-0.001143	0.999999	 
0.009002	-0.000390	0.000023	1.000000	 
0.010002	-0.000390	0.000028	1.000000	 
0.011002	-0.000397	-0.001127	0.999999	 
0.012002	-0.000424	-0.003000	0.999995	 
0.013003	-0.000475	-0.004871	0.999988	 
0.014003	-0.000545	-0.006025	0.999982	 
0.015003	-0.000622	-0.006017	0.999982	 
0.016003	-0.000692	-0.004848	0.999988	 
0.017003	-0.000743	-0.002962	0.999995	 
0.018004	-0.000769	-0.001075	0.999999	 
0.019004	-0.000775	0.000095	1.000000	 
0.020004	-0.000774	0.000105	1.000000	 
0.021004	-0.000780	-0.001045	0.999999	 
0.022004	-0.000805	-0.002912	0.999995	 
0.023005	-0.000855	-0.004779	0.999988	 
0.024005	-0.000924	-0.005927	0.999982	 
0.025005	-0.001000	-0.005915	0.999982	 
0.026005	-0.001068	-0.004742	0.999988	 
0.027005	-0.001117	-0.002850	0.999995	 
0.028006	-0.001142	-0.000958	0.999999	 
0.029006	-0.001147	0.000217	0.999999	 
0.030006	-0.001144	0.000231	0.999999	 
0.031006	-0.001148	-0.000914	0.999999	 
0.032006	-0.001172	-0.002776	0.999995	 
0.033007	-0.001220	-0.004638	0.999988	 
0.034007	-0.001287	-0.005782	0.999982	 
0.035007	-0.001361	-0.005765	0.999982	 
0.036007	-0.001428	-0.004587	0.999988	 
0.037007	-0.001475	-0.002691	0.999995	 
0.038008	-0.001497	-0.000795	0.999999	 
0.039008	-0.001500	0.000385	0.999999	 
0.040008	-0.001495	0.000404	0.999999	 
0.041008	-0.001497	-0.000737	0.999999	 
0.042008	-0.001518	-0.002595	0.999995	 
0.043009	-0.001564	-0.004452	0.999989	 
0.044009	-0.001628	-0.005592	0.999983	 
0.045009	-0.001700	-0.005570	0.999983	 
0.046009	-0.001764	-0.004388	0.999989	 
0.047009	-0.001809	-0.002488	0.999995	 
0.048010	-0.001829	-0.000587	0.999998	 
0.049010	-0.001828	0.000597	0.999998	 
0.050010	-0.001821	0.000620	0.999998	 
0.051010	-0.001820	-0.000516	0.999998	 
0.052010	-0.001839	-0.002370	0.999996	 
0.053011	-0.001881	-0.004223	0.999989	 
0.054011	-0.001943	-0.005359	0.999984	 
0.055011	-0.002012	-0.005334	0.999984	 
0.056011	-0.002073	-0.004147	0.999989	 
0.057011	-0.002114	-0.002243	0.999995	 
0.058012	-0.002130	-0.000338	0.999998	 
0.059012	-0.002127	0.000850	0.999997	 
0.060012	-0.002116	0.000877	0.999997	 
0.061012	-0.002112	-0.000256	0.999998	 
0.062012	-0.002127	-0.002106	0.999996	 
0.063013	-0.002166	-0.003956	0.999990	 
0.064013	-0.002224	-0.005088	0.999985	 
0.065013	-0.002290	-0.005059	0.999985	 
0.066013	-0.002347	-0.003869	0.999990	 
0.067013	-0.002385	-0.001961	0.999995	 
0.068014	-0.002398	-0.000053	0.999997	 
0.069014	-0.002391	0.001138	0.999996	 
0.070014	-0.002376	0.001169	0.999996	 
0.071014	-0.002368	0.000039	0.999997	 
0.072014	-0.002380	-0.001807	0.999996	 
0.073015	-0.002415	-0.003654	0.999990	 
0.074015	-0.002469	-0.004783	0.999986	 
0.075015	-0.002530	-0.004750	0.999986	 
0.076015	-0.002584	-0.003557	0.999990	 
0.077015	-0.002618	-0.001646	0.999995	 
0.078016	-0.002626	0.000265	0.999997	 
0.079016	-0.002615	0.001459	0.999996	 
0.080016	-0.002596	0.001492	0.999996	 
0.081016	-0.002584	0.000365	0.999997	 
0.082016	-0.002592	-0.001479	0.999996	 
0.083017	-0.002622	-0.003322	0.999991	 
0.084017	-0.002672	-0.004448	0.999987	 
0.085017	-0.002730	-0.004414	0.999987	 
0.086017	-0.002779	-0.003218	0.999991	 
0.087017	-0.002808	-0.001305	0.999995	 
0.088018	-0.002812	0.000609	0.999996	 
0.089018	-0.002797	0.001805	0.999994	 
0.090018	-0.002773	0.001841	0.999994	 
0.091018	-0.002757	0.000716	0.999996	 
0.092018	-0.002759	-0.001125	0.999996	 
0.093019	-0.002786	-0.002967	0.999992	 
0.094019	-0.002831	-0.004091	0.999988	 
0.095019	-0.002884	-0.004054	0.999988	 
0.096019	-0.002928	-0.002856	0.999992	 
0.097019	-0.002953	-0.000941	0.999995	 
0.098020	-0.002952	0.000974	0.999995	 
0.099020	-0.002932	0.002172	0.999993	 
0.100020	-0.002904	0.002210	0.999993	 
0.101020	-0.002883	0.001087	0.999995	 
0.102020	-0.002881	-0.000753	0.999996	 
0.103021	-0.002902	-0.002593	0.999992	 
0.104021	-0.002943	-0.003716	0.999989	 
0.105021	-0.002990	-0.003678	0.999989	 
0.106021	-0.003030	-0.002479	0.999992	 
0.107021	-0.003050	-0.000562	0.999995	 
0.108022	-0.003045	0.001354	0.999994	 
0.109022	-0.003019	0.002553	0.999992	 
0.110022	-0.002986	0.002592	0.999992	 
0.111022	-0.002960	0.001470	0.999995	 
0.112022	-0.002953	-0.000369	0.999996	 
0.113023	-0.002970	-0.002208	0.999993	 
0.114023	-0.003005	-0.003330	0.999990	 
0.115023	-0.003048	-0.003291	0.999990	 
0.116023	-0.003083	-0.002091	0.999993	 
0.117023	-0.003097	-0.000174	0.999995	 
0.118024	-0.003087	0.001743	0.999994	 
0.119024	-0.003057	0.002943	0.999991	 
0.120024	-0.003019	0.002982	0.999991	 
0.121024	-0.002988	0.001860	0.999994	 
0.122024	-0.002975	0.000021	0.999996	 
0.123025	-0.002987	-0.001817	0.999994	 
0.124025	-0.003018	-0.002939	0.999991	 
0.125025	-0.003055	-0.002900	0.999991	 
0.126025	-0.003085	-0.001700	0.999994	 
0.127025	-0.003094	0.000217	0.999995	 
0.128026	-0.003079	0.002134	0.999993	 
0.129026	-0.003044	0.003334	0.999990	 
0.130026	-0.003001	0.003373	0.999990	 
0.131026	-0.002965	0.002251	0.999993	 
0.132026	-0.002947	0.000412	0.999996	 
0.133027	-0.002954	-0.001428	0.999995	 
0.134027	-0.002980	-0.002550	0.999992	 
0.135027	-0.003012	-0.002511	0.999992	 
0.136027	-0.003037	-0.001312	0.999995	 
0.137027	-0.003041	0.000605	0.999995	 
0.138028	-0.003021	0.002521	0.999992	 
0.139028	-0.002981	0.003720	0.999989	 
0.140028	-0.002933	0.003758	0.999989	 
0.141028	-0.002892	0.002635	0.999992	 
0.142028	-0.002870	0.000795	0.999996	 
0.143029	-0.002871	-0.001045	0.999995	 
0.144029	-0.002892	-0.002169	0.999993	 
0.145029	-0.002920	-0.002131	0.999993	 
0.146029	-0.002939	-0.000933	0.999995	 
0.147029	-0.002939	0.000982	0.999995	 
0.148030	-0.002914	0.002897	0.999992	 
0.149030	-0.002869	0.004095	0.999988	 
0.150030	-0.002816	0.004131	0.999988	 
0.151030	-0.002770	0.003007	0.999992	 
0.152030	-0.002743	0.001165	0.999996	 
0.153031	-0.002740	-0.000677	0.999996	 
0.154031	-0.002756	-0.001802	0.999995	 
0.155031	-0.002779	-0.001766	0.999995	 
0.156031	-0.002794	-0.000570	0.999996	 
0.157031	-0.002789	0.001343	0.999995	 
0.158032	-0.002759	0.003256	0.999991	 
0.159032	-0.002710	0.004452	0.999986	 
0.160032	-0.002652	0.004486	0.999986	 
0.161032	-0.002602	0.003360	0.999991	 
0.162032	-0.002570	0.001516	0.999996	 
0.163033	-0.002563	-0.000328	0.999997	 
0.164033	-0.002574	-0.001455	0.999996	 
0.165033	-0.002593	-0.001422	0.999996	 
0.166033	-0.002603	-0.000228	0.999997	 
0.167033	-0.002594	0.001682	0.999995	 
0.168034	-0.002560	0.003593	0.999990	 
0.169034	-0.002506	0.004786	0.999985	 
0.170034	-0.002444	0.004818	0.999985	 
0.171034	-0.002389	0.003688	0.999990	 
0.172034	-0.002354	0.001842	0.999996	 
0.173035	-0.002342	-0.000005	0.999997	 
0.174035	-0.002349	-0.001135	0.999997	 
0.175035	-0.002364	-0.001105	0.999997	 
0.176035	-0.002370	0.000086	0.999997	 
0.177035	-0.002357	0.001993	0.999995	 
0.178036	-0.002319	0.003901	0.999990	 
0.179036	-0.002261	0.005091	0.999984	 
0.180036	-0.002195	0.005119	0.999984	 
0.181036	-0.002137	0.003987	0.999990	 
0.182036	-0.002097	0.002137	0.999996	 
0.183037	-0.002082	0.000287	0.999998	 
0.184037	-0.002085	-0.000847	0.999997	 
0.185037	-0.002096	-0.000820	0.999997	 
0.186037	-0.002099	0.000367	0.999998	 
0.187037	-0.002082	0.002272	0.999995	 
0.188038	-0.002040	0.004175	0.999989	 
0.189038	-0.001979	0.005361	0.999984	 
0.190038	-0.001910	0.005387	0.999984	 
0.191038	-0.001848	0.004250	0.999989	 
0.192038	-0.001805	0.002397	0.999995	 
0.193039	-0.001786	0.000543	0.999998	 
0.194039	-0.001786	-0.000595	0.999998	 
0.195039	-0.001794	-0.000572	0.999998	 
0.196039	-0.001793	0.000612	0.999998	 
0.197039	-0.001773	0.002512	0.999995	 
0.198040	-0.001729	0.004412	0.999989	 
0.199040	-0.001664	0.005594	0.999983	 
0.200040	-0.001592	0.005615	0.999983	 
0.201040	-0.001527	0.004475	0.999989	 
0.202040	-0.001482	0.002617	0.999995	 
0.203041	-0.001460	0.000758	0.999999	 
0.204041	-0.001457	-0.000383	0.999999	 
0.205041	-0.001462	-0.000364	0.999999	 
0.206041	-0.001459	0.000815	0.999999	 
0.207041	-0.001437	0.002711	0.999995	 
0.208042	-0.001389	0.004606	0.999988	 
0.209042	-0.001323	0.005784	0.999982	 
0.210042	-0.001248	0.005801	0.999982	 
0.211042	-0.001181	0.004656	0.999988	 
0.212042	-0.001133	0.002794	0.999995	 
0.213043	-0.001109	0.000931	0.999999	 
0.214043	-0.001104	-0.000215	0.999999	 
0.215043	-0.001107	-0.000201	0.999999	 
0.216043	-0.001102	0.000973	0.999999	 
0.217043	-0.001077	0.002865	0.999995	 
0.218044	-0.001028	0.004756	0.999988	 
0.219044	-0.000959	0.005929	0.999982	 
0.220044	-0.000883	0.005940	0.999982	 
0.221044	-0.000814	0.004791	0.999988	 
0.222044	-0.000764	0.002924	0.999995	 
0.223045	-0.000738	0.001056	0.999999	 
0.224045	-0.000732	-0.000094	1.000000	 
0.225045	-0.000733	-0.000085	1.000000	 
0.226045	-0.000727	0.001085	0.999999	 
0.227045	-0.000701	0.002971	0.999995	 
0.228046	-0.000650	0.004857	0.999988	 
0.229046	-0.000580	0.006025	0.999982	 
0.230046	-0.000502	0.006032	0.999982	 
0.231046	-0.000432	0.004878	0.999988	 
0.232046	-0.000381	0.003006	0.999995	 
0.233047	-0.000355	0.001134	0.999999	 
0.234047	-0.000348	-0.000022	1.000000	 
0.235047	-0.000348	-0.000018	1.000000	 
0.236047	-0.000341	0.001147	0.999999	 
0.237047	-0.000314	0.003028	0.999995	 
0.238048	-0.000263	0.004909	0.999988	 
0.239048	-0.000192	0.006073	0.999982	 
0.240048	-0.000114	0.006075	0.999982	 
0.241048	-0.000043	0.004915	0.999988	 
0.242048	0.000008	0.003038	0.999995	 
0.243049	0.000035	0.001161	0.999999	 
0.244049	0.000043	-0.000000	1.000000	 
0.245049	0.000043	-0.000001	1.000000	 
0.246049	0.000050	0.001159	0.999999	 
0.247049	0.000077	0.003036	0.999995	 
0.248050	0.000129	0.004912	0.999988	 
0.249050	0.000199	0.006070	0.999982	 
0.250050	0.000277	0.006067	0.999982	 
0.251050	0.000348	0.004902	0.999988	 
0.252050	0.000399	0.003020	0.999995	 
0.253051	0.000426	0.001138	0.999999	 
0.254051	0.000433	-0.000028	1.000000	 
0.255051	0.000433	-0.000034	1.000000	 
0.256051	0.000440	0.001121	0.999999	 
0.257051	0.000466	0.002992	0.999995	 
0.258052	0.000517	0.004863	0.999988	 
0.259052	0.000587	0.006016	0.999982	 
0.260052	0.000664	0.006008	0.999982	 
0.261052	0.000734	0.004839	0.999988	 
0.262052	0.000784	0.002952	0.999995	 
